date,page,clicks,impressions,ctr,position
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30670212358,0,1,0.0000,1.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30670479907,0,1,0.0000,1.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30670852578,0,1,0.0000,1.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30671536130,0,1,0.0000,11.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30672155203,0,3,0.0000,5.67
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30672335716,0,1,0.0000,3.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30672812808,0,3,0.0000,3.67
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30677762345,0,3,0.0000,3.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30678138300,0,12,0.0000,6.58
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30678353643,0,1,0.0000,7.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30683192216,0,1,0.0000,11.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30683540915,0,2,0.0000,6.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30685849751,0,3,0.0000,6.67
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30688255844,0,1,0.0000,1.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30688400240,0,4,0.0000,5.75
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30690008188,0,1,0.0000,3.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30690103768,0,1,0.0000,8.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30690137336,0,4,0.0000,9.75
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30693761731,0,2,0.0000,3.50
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30695160417,0,5,0.0000,8.20
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30699539453,0,1,0.0000,20.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30703376009,0,1,0.0000,5.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30704584357,0,1,0.0000,8.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30707024816,0,1,0.0000,10.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30707059806,0,2,0.0000,8.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30707168370,0,1,0.0000,3.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30707210385,0,6,0.0000,5.83
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30707249850,0,1,0.0000,13.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30707283250,0,10,0.0000,7.30
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30707388168,0,6,0.0000,5.17
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30707502505,0,1,0.0000,9.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30707521992,0,1,0.0000,2.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30707656480,0,3,0.0000,3.67
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30707702695,0,4,0.0000,8.75
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30707731601,0,2,0.0000,5.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30707927476,0,3,0.0000,10.33
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30707985468,0,1,0.0000,3.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30708119772,0,2,0.0000,10.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30708126191,0,1,0.0000,12.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30708139781,0,3,0.0000,11.67
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30708142677,0,1,0.0000,7.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30708145773,0,1,0.0000,3.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30708153520,0,1,0.0000,12.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30708195002,0,10,0.0000,5.40
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30708279338,0,3,0.0000,7.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30708299940,0,1,0.0000,10.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30708327162,0,1,0.0000,3.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30708444452,0,6,0.0000,6.67
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30708459581,0,1,0.0000,11.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30708521635,0,2,0.0000,9.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30708615206,0,1,0.0000,4.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30708728035,0,5,0.0000,8.60
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30708879017,0,2,0.0000,5.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30708919892,0,2,0.0000,9.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30709035335,0,2,0.0000,6.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30709038008,0,7,0.0000,8.86
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30709051632,0,1,0.0000,4.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30709141305,0,2,0.0000,5.50
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30709194506,0,11,0.0000,5.27
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30709211788,0,3,0.0000,8.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30709254584,0,3,0.0000,7.67
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30709340243,0,1,0.0000,4.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30709590444,0,1,0.0000,3.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30709599409,0,6,0.0000,7.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30709722537,0,1,0.0000,10.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30709723274,0,1,0.0000,10.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30709900915,0,1,0.0000,1.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30709942804,0,2,0.0000,10.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30710189052,0,5,0.0000,3.80
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30710345992,0,1,0.0000,11.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30710389205,0,1,0.0000,3.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30710407505,0,3,0.0000,7.67
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30710659873,0,3,0.0000,8.33
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30710724020,0,2,0.0000,3.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30710865821,0,1,0.0000,10.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30710878370,0,2,0.0000,2.50
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30710949529,0,1,0.0000,9.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30710981813,0,1,0.0000,6.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30711050503,0,1,0.0000,4.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30711083312,0,2,0.0000,9.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30711223807,0,1,0.0000,9.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30711317887,0,1,0.0000,9.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30711324824,0,4,0.0000,8.50
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30711361894,0,1,0.0000,9.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30711439893,0,1,0.0000,4.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30711458375,0,1,0.0000,7.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30711831173,0,2,0.0000,9.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30711952841,0,1,0.0000,9.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30711989966,0,1,0.0000,3.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30712056149,0,19,0.0000,5.42
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30712079068,0,1,0.0000,13.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30712215689,0,3,0.0000,7.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30712216472,0,1,0.0000,5.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30712302018,0,1,0.0000,6.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30712529136,0,1,0.0000,6.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30712543465,0,1,0.0000,9.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30712550364,0,1,0.0000,10.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30714025607,0,1,0.0000,10.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30714131431,0,1,0.0000,6.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30714227102,0,6,0.0000,2.33
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30714266175,0,4,0.0000,9.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30714404365,0,2,0.0000,6.50
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30714454311,0,1,0.0000,5.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30714590932,0,1,0.0000,4.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30714594598,0,5,0.0000,7.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30714640654,0,1,0.0000,3.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30714813354,0,2,0.0000,3.50
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30714843164,0,1,0.0000,4.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30714936774,0,8,0.0000,6.38
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30715068768,0,3,0.0000,7.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30715140175,0,3,0.0000,9.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30715287001,0,1,0.0000,8.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30715288334,0,1,0.0000,10.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30715341839,0,1,0.0000,8.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30715397192,0,20,0.0000,5.05
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30715465821,0,1,0.0000,6.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30715492616,0,4,0.0000,6.75
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30715604775,0,1,0.0000,7.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30715667955,0,4,0.0000,9.50
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30715671251,0,2,0.0000,4.50
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30715845896,0,21,0.0000,3.29
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30715990217,0,2,0.0000,8.50
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30716048558,0,1,0.0000,1.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30716069245,0,1,0.0000,4.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30716169703,0,5,0.0000,4.20
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30716235722,0,4,0.0000,4.75
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30716286823,0,38,0.0000,6.03
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30716438917,0,1,0.0000,11.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30716689022,0,1,0.0000,7.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30716870878,0,1,0.0000,9.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30716884364,0,1,0.0000,27.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30716886006,0,2,0.0000,3.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30717148955,0,2,0.0000,7.50
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30717225097,0,1,0.0000,3.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30717334295,0,1,0.0000,3.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30717528235,0,1,0.0000,3.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30717626156,0,1,0.0000,3.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30717948773,0,3,0.0000,7.33
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30718308204,0,7,0.0000,7.14
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30718342097,0,3,0.0000,10.67
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30718380703,0,2,0.0000,2.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30718669592,0,1,0.0000,5.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/30719029694,0,3,0.0000,8.33
2026-06-14,https://www.consignatarias.com.ar/frigorificos/33501348479,0,2,0.0000,4.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/33503850929,0,4,0.0000,8.25
2026-06-14,https://www.consignatarias.com.ar/frigorificos/33565794049,0,2,0.0000,10.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/33586484279,0,1,0.0000,1.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/33614072429,0,4,0.0000,3.75
2026-06-14,https://www.consignatarias.com.ar/frigorificos/33617462449,0,5,0.0000,6.40
2026-06-14,https://www.consignatarias.com.ar/frigorificos/33626365669,0,1,0.0000,7.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/33639585889,0,9,0.0000,7.67
2026-06-14,https://www.consignatarias.com.ar/frigorificos/33641440219,0,1,0.0000,12.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/33653239829,0,1,0.0000,7.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/33674479439,0,4,0.0000,8.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/33676114349,0,2,0.0000,9.50
2026-06-14,https://www.consignatarias.com.ar/frigorificos/33679330379,0,7,0.0000,6.43
2026-06-14,https://www.consignatarias.com.ar/frigorificos/33684001529,0,1,0.0000,8.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/33684058679,0,1,0.0000,10.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/33707751059,0,3,0.0000,5.67
2026-06-14,https://www.consignatarias.com.ar/frigorificos/33707965849,0,1,0.0000,6.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/33708528809,0,1,0.0000,9.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/33709432279,0,3,0.0000,9.33
2026-06-14,https://www.consignatarias.com.ar/frigorificos/33710163079,0,1,0.0000,4.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/33710634969,0,1,0.0000,10.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/33712475159,0,1,0.0000,4.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/33714210349,0,2,0.0000,9.50
2026-06-14,https://www.consignatarias.com.ar/frigorificos/33715866809,0,4,0.0000,5.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/33716127759,0,2,0.0000,9.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/33716446749,0,3,0.0000,3.33
2026-06-14,https://www.consignatarias.com.ar/frigorificos/33717176729,0,2,0.0000,3.50
2026-06-14,https://www.consignatarias.com.ar/frigorificos/33718068199,0,1,0.0000,9.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/34546687068,0,1,0.0000,6.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/buenos-aires,0,17,0.0000,13.41
2026-06-14,https://www.consignatarias.com.ar/frigorificos/chaco,0,3,0.0000,4.33
2026-06-14,https://www.consignatarias.com.ar/frigorificos/cordoba,0,2,0.0000,10.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/formosa,0,2,0.0000,2.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/mendoza,0,1,0.0000,9.00
2026-06-14,https://www.consignatarias.com.ar/frigorificos/rio-negro,0,3,0.0000,9.33
2026-06-14,https://www.consignatarias.com.ar/frigorificos/santa-fe,0,25,0.0000,7.88
2026-06-14,https://www.consignatarias.com.ar/frigorificos/tierra-del-fuego,0,2,0.0000,8.50
2026-06-14,https://www.consignatarias.com.ar/frigorificos/tucuman,0,5,0.0000,6.00
2026-06-14,https://www.consignatarias.com.ar/go/ariel-saenz,0,1,0.0000,8.00
2026-06-14,https://www.consignatarias.com.ar/go/campos-y-ganados,0,1,0.0000,10.00
2026-06-14,https://www.consignatarias.com.ar/go/colombo-y-colombo,0,1,0.0000,10.00
2026-06-14,https://www.consignatarias.com.ar/go/consignataria-serrano,0,1,0.0000,8.00
2026-06-14,https://www.consignatarias.com.ar/go/etchevehere-rural,0,1,0.0000,10.00
2026-06-14,https://www.consignatarias.com.ar/go/ferias-rodeo-huinca,0,1,0.0000,10.00
2026-06-14,https://www.consignatarias.com.ar/go/ganaderos-de-ceres,0,1,0.0000,11.00
2026-06-14,https://www.consignatarias.com.ar/go/ganaderos-de-elordi,0,3,0.0000,7.67
2026-06-14,https://www.consignatarias.com.ar/go/hasenkamp,0,6,0.0000,8.50
2026-06-14,https://www.consignatarias.com.ar/go/lanser,0,1,0.0000,6.00
2026-06-14,https://www.consignatarias.com.ar/go/monasterio-tattersall,0,1,0.0000,7.00
2026-06-14,https://www.consignatarias.com.ar/go/oregui,0,1,0.0000,8.00
2026-06-14,https://www.consignatarias.com.ar/go/rosgan,0,1,0.0000,7.00
2026-06-14,https://www.consignatarias.com.ar/go/wallace-hnos,0,2,0.0000,10.00
2026-06-14,https://www.consignatarias.com.ar/mercado,0,18,0.0000,9.22
2026-06-14,https://www.consignatarias.com.ar/mercado/canuelas,0,1,0.0000,10.00
2026-06-14,https://www.consignatarias.com.ar/mercado/novillos,0,2,0.0000,7.00
2026-06-14,https://www.consignatarias.com.ar/mercado/spread,0,3,0.0000,8.33
2026-06-14,https://www.consignatarias.com.ar/mercado/terneros,0,8,0.0000,7.00
2026-06-14,https://www.consignatarias.com.ar/mercado/toros,0,39,0.0000,5.95
2026-06-14,https://www.consignatarias.com.ar/mercado/vacas,0,85,0.0000,6.93
2026-06-14,https://www.consignatarias.com.ar/mercado/vaquillonas,0,1,0.0000,10.00
2026-06-14,https://www.consignatarias.com.ar/precios/hacienda-en-pie,0,3,0.0000,6.33
2026-06-14,https://www.consignatarias.com.ar/precios/novillitos/cordoba,0,1,0.0000,2.00
2026-06-14,https://www.consignatarias.com.ar/precios/novillos,0,2,0.0000,11.00
2026-06-14,https://www.consignatarias.com.ar/precios/novillos/chaco,0,1,0.0000,2.00
2026-06-14,https://www.consignatarias.com.ar/precios/novillos/formosa,0,1,0.0000,5.00
2026-06-14,https://www.consignatarias.com.ar/precios/novillos/santa-fe,0,2,0.0000,2.00
2026-06-14,https://www.consignatarias.com.ar/precios/novillos/tucuman,0,2,0.0000,4.50
2026-06-14,https://www.consignatarias.com.ar/precios/terneros,0,3,0.0000,3.33
2026-06-14,https://www.consignatarias.com.ar/precios/terneros/buenos-aires,0,4,0.0000,8.50
2026-06-14,https://www.consignatarias.com.ar/precios/terneros/chaco,0,1,0.0000,11.00
2026-06-14,https://www.consignatarias.com.ar/precios/terneros/formosa,0,3,0.0000,4.00
2026-06-14,https://www.consignatarias.com.ar/precios/terneros/misiones,0,2,0.0000,5.50
2026-06-14,https://www.consignatarias.com.ar/precios/terneros/san-luis,0,3,0.0000,6.67
2026-06-14,https://www.consignatarias.com.ar/precios/toros/buenos-aires,0,1,0.0000,4.00
2026-06-14,https://www.consignatarias.com.ar/precios/vacas/buenos-aires,0,1,0.0000,9.00
2026-06-14,https://www.consignatarias.com.ar/precios/vacas/entre-rios,0,3,0.0000,5.67
2026-06-14,https://www.consignatarias.com.ar/precios/vacas/neuquen,0,1,0.0000,3.00
2026-06-14,https://www.consignatarias.com.ar/precios/vacas/san-luis,0,4,0.0000,3.50
2026-06-14,https://www.consignatarias.com.ar/precios/vacas/santa-fe,0,1,0.0000,1.00
2026-06-14,https://www.consignatarias.com.ar/precios/vaquillonas,0,14,0.0000,7.29
2026-06-14,https://www.consignatarias.com.ar/precios/vaquillonas/la-pampa,0,1,0.0000,11.00
2026-06-14,https://www.consignatarias.com.ar/remates/anteriores,0,6,0.0000,8.83
2026-06-14,https://www.consignatarias.com.ar/remates/buenos-aires,0,1,0.0000,10.00
2026-06-14,https://www.consignatarias.com.ar/remates/ciudad/bolivar-buenos-aires,0,3,0.0000,4.33
2026-06-14,https://www.consignatarias.com.ar/remates/ciudad/bragado-buenos-aires,0,2,0.0000,8.00
2026-06-14,https://www.consignatarias.com.ar/remates/ciudad/chascomus-buenos-aires,0,1,0.0000,10.00
2026-06-14,https://www.consignatarias.com.ar/remates/ciudad/corrientes-corrientes,0,2,0.0000,3.50
2026-06-14,https://www.consignatarias.com.ar/remates/ciudad/en-vivo-por-canal-rural-buenos-aires,0,1,0.0000,7.00
2026-06-14,https://www.consignatarias.com.ar/remates/ciudad/general-belgrano-buenos-aires,0,1,0.0000,4.00
2026-06-14,https://www.consignatarias.com.ar/remates/ciudad/gualeguaychu-entre-rios,0,1,0.0000,6.00
2026-06-14,https://www.consignatarias.com.ar/remates/ciudad/hasenkamp-entre-rios,0,3,0.0000,9.00
2026-06-14,https://www.consignatarias.com.ar/remates/ciudad/sociedad-rural-de-federal-entre-rios,0,5,0.0000,7.40
2026-06-14,https://www.consignatarias.com.ar/remates/ciudad/suipacha-buenos-aires,0,1,0.0000,6.00
2026-06-14,https://www.consignatarias.com.ar/remates/ciudad/tandil-buenos-aires,0,4,0.0000,5.75
2026-06-14,https://www.consignatarias.com.ar/remates/ciudad/tres-arroyos-buenos-aires,0,2,0.0000,4.50
2026-06-14,https://www.consignatarias.com.ar/remates/ciudad/tres-isletas-chaco,0,6,0.0000,7.17
2026-06-14,https://www.consignatarias.com.ar/remates/colombo-y-magliano-s-a-especial-buenos-aires-2026-06-25,0,2,0.0000,3.00
2026-06-14,https://www.consignatarias.com.ar/remates/colombo-y-magliano-s-a-general-buenos-aires-2026-06-09,0,1,0.0000,7.00
2026-06-14,https://www.consignatarias.com.ar/remates/compania-consignataria-paz-hnos-s-r-l-reproductores-buenos-aires-2026-06-17,0,1,0.0000,1.00
2026-06-14,https://www.consignatarias.com.ar/remates/compania-consignataria-paz-hnos-s-r-l-reproductores-buenos-aires-2026-06-26,0,2,0.0000,1.00
2026-06-14,https://www.consignatarias.com.ar/remates/corrientes,0,8,0.0000,3.38
2026-06-14,https://www.consignatarias.com.ar/remates/en-vivo,0,1,0.0000,3.00
2026-06-14,https://www.consignatarias.com.ar/remates/entre-rios,0,5,0.0000,7.80
2026-06-14,https://www.consignatarias.com.ar/remates/ganaderos-de-formosa-s-r-l-general-formosa-2026-06-17,0,1,0.0000,4.00
2026-06-14,https://www.consignatarias.com.ar/remates/hoy,0,1,0.0000,7.00
2026-06-14,https://www.consignatarias.com.ar/remates/la-pampa,0,1,0.0000,1.00
2026-06-14,https://www.consignatarias.com.ar/remates/lanusse-santillan-invernada-buenos-aires-2026-06-11,0,1,0.0000,2.00
2026-06-14,https://www.consignatarias.com.ar/remates/lanusse-santillan-y-cia-s-a-invernada-buenos-aires-2026-07-01,0,1,0.0000,12.00
2026-06-14,https://www.consignatarias.com.ar/remates/mes/junio,0,4,0.0000,6.25
2026-06-14,https://www.consignatarias.com.ar/remates/monasterio-general-capital-federal-2026-07-20,0,1,0.0000,2.00
2026-06-14,https://www.consignatarias.com.ar/remates/raul-mendizabal-y-cia-sac-general-buenos-aires-2026-05-27,0,5,0.0000,3.00
2026-06-14,https://www.consignatarias.com.ar/remates/rosgan-general-santa-fe-2026-06-10,0,1,0.0000,5.00
2026-06-14,https://www.consignatarias.com.ar/remates/rosgan-general-santa-fe-2026-06-23,0,1,0.0000,10.00
2026-06-14,https://www.consignatarias.com.ar/remates/san-luis,0,1,0.0000,14.00
2026-06-14,https://www.consignatarias.com.ar/remates/santa-fe,0,2,0.0000,26.50
2026-06-14,https://www.consignatarias.com.ar/remates/sociedad-agricola-ganadera-ltda2-general-buenos-aires-2026-07-21,0,1,0.0000,2.00
2026-06-14,https://www.consignatarias.com.ar/remates/sucesores-de-brivio-invernada-buenos-aires-2026-05-27,0,1,0.0000,5.00
2026-06-14,https://www.consignatarias.com.ar/remates/umc-haciendas-villaguay-general-entre-rios-2026-06-05,0,1,0.0000,1.00
2026-06-15,https://www.consignatarias.com.ar/mercado/arrendamiento,7,570,1.2281,8.64
2026-06-15,https://www.consignatarias.com.ar/remates/la-pampa,3,9,33.3333,5.89
2026-06-15,https://www.consignatarias.com.ar/,2,10,20.0000,5.20
2026-06-15,https://www.consignatarias.com.ar/frigorificos/20252292366,2,4,50.0000,1.00
2026-06-15,https://www.consignatarias.com.ar/frigorificos/tucuman,2,14,14.2857,6.50
2026-06-15,https://www.consignatarias.com.ar/calendario/sivero,1,1,100.0000,1.00
2026-06-15,https://www.consignatarias.com.ar/consignatarias/colombo-y-magliano,1,10,10.0000,6.80
2026-06-15,https://www.consignatarias.com.ar/consignatarias/darwash,1,6,16.6667,5.67
2026-06-15,https://www.consignatarias.com.ar/consignatarias/etchevehere-rural,1,5,20.0000,6.20
2026-06-15,https://www.consignatarias.com.ar/consignatarias/ferias-rauch,1,5,20.0000,4.40
2026-06-15,https://www.consignatarias.com.ar/frigorificos/30585790822,1,1,100.0000,1.00
2026-06-15,https://www.consignatarias.com.ar/frigorificos/30605624010,1,1,100.0000,7.00
2026-06-15,https://www.consignatarias.com.ar/frigorificos/30656459502,1,2,50.0000,3.50
2026-06-15,https://www.consignatarias.com.ar/frigorificos/30663416975,1,1,100.0000,1.00
2026-06-15,https://www.consignatarias.com.ar/frigorificos/30708751649,1,3,33.3333,3.67
2026-06-15,https://www.consignatarias.com.ar/frigorificos/30708879017,1,9,11.1111,4.56
2026-06-15,https://www.consignatarias.com.ar/frigorificos/30709038008,1,4,25.0000,6.25
2026-06-15,https://www.consignatarias.com.ar/frigorificos/30709211788,1,11,9.0909,6.18
2026-06-15,https://www.consignatarias.com.ar/frigorificos/30710454635,1,2,50.0000,6.50
2026-06-15,https://www.consignatarias.com.ar/frigorificos/30711495238,1,3,33.3333,6.33
2026-06-15,https://www.consignatarias.com.ar/frigorificos/30714477486,1,3,33.3333,6.00
2026-06-15,https://www.consignatarias.com.ar/frigorificos/30714547573,1,2,50.0000,3.50
2026-06-15,https://www.consignatarias.com.ar/frigorificos/30716619784,1,1,100.0000,4.00
2026-06-15,https://www.consignatarias.com.ar/frigorificos/33604223879,1,2,50.0000,2.50
2026-06-15,https://www.consignatarias.com.ar/frigorificos/33684058679,1,28,3.5714,3.14
2026-06-15,https://www.consignatarias.com.ar/go/lalor,1,6,16.6667,7.33
2026-06-15,https://www.consignatarias.com.ar/go/orella,1,1,100.0000,5.00
2026-06-15,https://www.consignatarias.com.ar/mercado/inmag,1,56,1.7857,5.79
2026-06-15,https://www.consignatarias.com.ar/mercado/toros,1,34,2.9412,6.94
2026-06-15,https://www.consignatarias.com.ar/precios/hacienda-en-pie,1,19,5.2632,6.74
2026-06-15,https://www.consignatarias.com.ar/precios/novillos/corrientes,1,3,33.3333,2.33
2026-06-15,https://www.consignatarias.com.ar/remates/casa-usandizaga-s-a-invernada-entre-rios-2026-06-25,1,1,100.0000,1.00
2026-06-15,https://www.consignatarias.com.ar/remates/ciudad/hasenkamp-entre-rios,1,2,50.0000,4.00
